text,language,text_length,tokens,extracted_features
ಗಜರತ ಕರವಳಗ ಶಹನ ಚಡಮರತ ಅಪಪಳಸವ ಸಧಯತಯದ,kn,56,"['ಗಜರತ', 'ಕರವಳಗ', 'ಶಹನ', 'ಚಡಮರತ', 'ಅಪಪಳಸವ', 'ಸಧಯತಯದ']","{'word_length': 4.833333333333333, 'sentence_length': 6.0, 'char_ngrams': 32, 'prefix_suffix_count': 12, 'unique_roots_count': 6}"
now dosupport with the verb have is becoming increasingly standardised,en,73,"['now', 'dosupport', 'with', 'the', 'verb', 'have', 'is', 'becoming', 'increasingly', 'standardised']","{'word_length': 6.1, 'sentence_length': 10.0, 'char_ngrams': 68, 'prefix_suffix_count': 18, 'unique_roots_count': 10}"
க,ta,3,['க'],"{'word_length': 1.0, 'sentence_length': 1.0, 'char_ngrams': 0, 'prefix_suffix_count': 0, 'unique_roots_count': 1}"
ट वरग अकषर अनसवर उचचरण हद अरध ण ण वरण अघ ट ठ ड ढ ण वरण पछ हदछ,ne,84,"['ट', 'वरग', 'अकषर', 'अनसवर', 'उचचरण', 'हद', 'अरध', 'ण', 'ण', 'वरण', 'अघ', 'ट', 'ठ', 'ड', 'ढ', 'ण', 'वरण', 'पछ', 'हदछ']","{'word_length': 2.263157894736842, 'sentence_length': 19.0, 'char_ngrams': 59, 'prefix_suffix_count': 16, 'unique_roots_count': 15}"
ਭਰਤ ਅਤ ਪਕਸਤਨ ਪਜਬ ਬਲਣ ਵਲ ਪਜਬ ਭਸ ਨ ਬਲ ਰਹ ਸਮਝ ਸਕਦ ਹਨ ਪਰ ਲਪ ਦ ਰਪ ਚ ਨਹ,pa,102,"['ਭਰਤ', 'ਅਤ', 'ਪਕਸਤਨ', 'ਪਜਬ', 'ਬਲਣ', 'ਵਲ', 'ਪਜਬ', 'ਭਸ', 'ਨ', 'ਬਲ', 'ਰਹ', 'ਸਮਝ', 'ਸਕਦ', 'ਹਨ', 'ਪਰ', 'ਲਪ', 'ਦ', 'ਰਪ', 'ਚ', 'ਨਹ']","{'word_length': 2.3, 'sentence_length': 20.0, 'char_ngrams': 63, 'prefix_suffix_count': 14, 'unique_roots_count': 19}"
600 பததம தமழகததல மகவம சலவககட இரநதத எனபத கறபபடததககத,ta,80,"['600', 'பததம', 'தமழகததல', 'மகவம', 'சலவககட', 'இரநதத', 'எனபத', 'கறபபடததககத']","{'word_length': 5.375, 'sentence_length': 8.0, 'char_ngrams': 48, 'prefix_suffix_count': 16, 'unique_roots_count': 8}"
বলদশ ছডও ১৯৫০এর দশক ভরতর বহর রজযর মনভম জলয বল ভষ আনদলন ঘট,bn,87,"['বলদশ', 'ছডও', '১৯৫০এর', 'দশক', 'ভরতর', 'বহর', 'রজযর', 'মনভম', 'জলয', 'বল', 'ভষ', 'আনদলন', 'ঘট']","{'word_length': 3.4615384615384617, 'sentence_length': 13.0, 'char_ngrams': 55, 'prefix_suffix_count': 20, 'unique_roots_count': 13}"
हनदधरमबदधधरमजनधरम सखखधरम इतयतष वशवसय चतरण परमखन तततवदरशननम उदगमसथनम एतत,sa,120,"['हनदधरमबदधधरमजनधरम', 'सखखधरम', 'इतयतष', 'वशवसय', 'चतरण', 'परमखन', 'तततवदरशननम', 'उदगमसथनम', 'एतत']","{'word_length': 7.0, 'sentence_length': 9.0, 'char_ngrams': 69, 'prefix_suffix_count': 18, 'unique_roots_count': 9}"
ترک زبان سے اردو میں کم ہی الفاظ آئے ہیں,ur,41,"['ترک', 'زبان', 'سے', 'اردو', 'میں', 'کم', 'ہی', 'الفاظ', 'آئے', 'ہیں']","{'word_length': 3.1, 'sentence_length': 10.0, 'char_ngrams': 38, 'prefix_suffix_count': 14, 'unique_roots_count': 10}"
شیخ عبداللہ چھ آل جمو کشمیر مسلم کانفرنسک بٲنی یۆس زنہ از نیشنل کانفرنس کہ ناو سٲتؠ زانہ چھ یوان,ks,109,"['شیخ', 'عبداللہ', 'چھ', 'آل', 'جمو', 'کشمیر', 'مسلم', 'کانفرنسک', 'بٲنی', 'یۆس', 'زنہ', 'از', 'نیشنل', 'کانفرنس', 'کہ', 'ناو', 'سٲتؠ', 'زانہ', 'چھ', 'یوان']","{'word_length': 3.85, 'sentence_length': 20.0, 'char_ngrams': 94, 'prefix_suffix_count': 30, 'unique_roots_count': 19}"
ಇದರದ ಕಷ ಸಮದಯದ ಸವರರ ಜವನಪಯಗಳ ಉತತಮ ಜವನಕಕ ನರವಗಲದ,kn,66,"['ಇದರದ', 'ಕಷ', 'ಸಮದಯದ', 'ಸವರರ', 'ಜವನಪಯಗಳ', 'ಉತತಮ', 'ಜವನಕಕ', 'ನರವಗಲದ']","{'word_length': 4.625, 'sentence_length': 8.0, 'char_ngrams': 42, 'prefix_suffix_count': 14, 'unique_roots_count': 8}"
21 అయత ఈ అభపరయనక జనయ శసతర పరగ కన భషశసతర పరగ కన గటట ఆధరల దరకలద,te,97,"['21', 'అయత', 'ఈ', 'అభపరయనక', 'జనయ', 'శసతర', 'పరగ', 'కన', 'భషశసతర', 'పరగ', 'కన', 'గటట', 'ఆధరల', 'దరకలద']","{'word_length': 3.4285714285714284, 'sentence_length': 14.0, 'char_ngrams': 59, 'prefix_suffix_count': 20, 'unique_roots_count': 12}"
ગજરત ઉતતરપરવય આફરક ખસ કરન કનય યગનડ તનઝનય ઝમબય તથ દકષણ આફરક સહત આફરકન અનય દશમ પણ બલય છ,gu,140,"['ગજરત', 'ઉતતરપરવય', 'આફરક', 'ખસ', 'કરન', 'કનય', 'યગનડ', 'તનઝનય', 'ઝમબય', 'તથ', 'દકષણ', 'આફરક', 'સહત', 'આફરકન', 'અનય', 'દશમ', 'પણ', 'બલય', 'છ']","{'word_length': 3.526315789473684, 'sentence_length': 19.0, 'char_ngrams': 83, 'prefix_suffix_count': 30, 'unique_roots_count': 18}"
ଏହଛଡ ବଙଗଳର ହଇଦରବଦ ପଣଡଚର ଚନନଇ ଗଆ ମମବଇ ଜମସଦପର ବରଦ ରୟପର ଅହମଦବଦ ଦଲଲ କଲକତ ଖଡଗପର ଗଆହଟ ପନ ଓ ସଲଭସ ଆଦ ସହରର ଓଡଆ ଭଷଭଷ ଲକ ଦଖଯନତ,or,191,"['ଏହଛଡ', 'ବଙଗଳର', 'ହଇଦରବଦ', 'ପଣଡଚର', 'ଚନନଇ', 'ଗଆ', 'ମମବଇ', 'ଜମସଦପର', 'ବରଦ', 'ରୟପର', 'ଅହମଦବଦ', 'ଦଲଲ', 'କଲକତ', 'ଖଡଗପର', 'ଗଆହଟ', 'ପନ', 'ଓ', 'ସଲଭସ', 'ଆଦ', 'ସହରର', 'ଓଡଆ', 'ଭଷଭଷ', 'ଲକ', 'ଦଖଯନତ']","{'word_length': 3.8333333333333335, 'sentence_length': 24.0, 'char_ngrams': 113, 'prefix_suffix_count': 38, 'unique_roots_count': 23}"
१९६०११ मधय मरठ भषकचय एकसध महरषटर रजयस मनयत मळल आण मरठस रजभषच मकट परपत झल,mr,113,"['१९६०११', 'मधय', 'मरठ', 'भषकचय', 'एकसध', 'महरषटर', 'रजयस', 'मनयत', 'मळल', 'आण', 'मरठस', 'रजभषच', 'मकट', 'परपत', 'झल']","{'word_length': 3.8666666666666667, 'sentence_length': 15.0, 'char_ngrams': 70, 'prefix_suffix_count': 26, 'unique_roots_count': 15}"
ਲਹਦ ਪਜਬ ਪਰਬ ਪਜਬ ਅਤ ਪਛਮ ਪਹੜ ਬਲਆ ਨ ਮਲ ਕ ਪਜਬ ਆਪਣ ਸਰਵਗਆਨ ਕਰ ਕ ਅਜਕ ਹਦਯਰਪ ਬਲਆ ਦ ਪਰਵਰ ਵਚ ਸਭ ਤ ਵਖਰ ਬਲ ਜਪਦ ਹ,pa,160,"['ਲਹਦ', 'ਪਜਬ', 'ਪਰਬ', 'ਪਜਬ', 'ਅਤ', 'ਪਛਮ', 'ਪਹੜ', 'ਬਲਆ', 'ਨ', 'ਮਲ', 'ਕ', 'ਪਜਬ', 'ਆਪਣ', 'ਸਰਵਗਆਨ', 'ਕਰ', 'ਕ', 'ਅਜਕ', 'ਹਦਯਰਪ', 'ਬਲਆ', 'ਦ', 'ਪਰਵਰ', 'ਵਚ', 'ਸਭ', 'ਤ', 'ਵਖਰ', 'ਬਲ', 'ਜਪਦ', 'ਹ']","{'word_length': 2.5714285714285716, 'sentence_length': 28.0, 'char_ngrams': 97, 'prefix_suffix_count': 32, 'unique_roots_count': 24}"
ಆಗಸಟ 15 ರಳಗ ಅರಜ ಸಲಲಸಲ ಕರಲಗದ,kn,40,"['ಆಗಸಟ', '15', 'ರಳಗ', 'ಅರಜ', 'ಸಲಲಸಲ', 'ಕರಲಗದ']","{'word_length': 3.6666666666666665, 'sentence_length': 6.0, 'char_ngrams': 25, 'prefix_suffix_count': 10, 'unique_roots_count': 6}"
عبدالله چھ جۆم تہ کشیرک گۄڈنیک ؤزیر اعظم شيخ عبدالله سند نیچو تہ سٲبقہ ؤزیر اعلا عمر عبدالله سند مول,ks,125,"['عبدالله', 'چھ', 'جۆم', 'تہ', 'کشیرک', 'گۄڈنیک', 'ؤزیر', 'اعظم', 'شيخ', 'عبدالله', 'سند', 'نیچو', 'تہ', 'سٲبقہ', 'ؤزیر', 'اعلا', 'عمر', 'عبدالله', 'سند', 'مول']","{'word_length': 4.05, 'sentence_length': 20.0, 'char_ngrams': 98, 'prefix_suffix_count': 34, 'unique_roots_count': 15}"
in 1828 noah webster published the american dictionary of the english language to try to establish a norm for speaking and writing american english that was independent of the british standard,en,194,"['in', '1828', 'noah', 'webster', 'published', 'the', 'american', 'dictionary', 'of', 'the', 'english', 'language', 'to', 'try', 'to', 'establish', 'a', 'norm', 'for', 'speaking', 'and', 'writing', 'american', 'english', 'that', 'was', 'independent', 'of', 'the', 'british', 'standard']","{'word_length': 5.225806451612903, 'sentence_length': 31.0, 'char_ngrams': 190, 'prefix_suffix_count': 50, 'unique_roots_count': 25}"
एष दश परचनसनधसभयतय मतभम,sa,44,"['एष', 'दश', 'परचनसनधसभयतय', 'मतभम']","{'word_length': 5.0, 'sentence_length': 4.0, 'char_ngrams': 21, 'prefix_suffix_count': 4, 'unique_roots_count': 4}"
an element of norse influence that persists in all english varieties today is the group of pronouns beginning with th they them their which replaced the anglosaxon pronouns with h hie him hera,en,204,"['an', 'element', 'of', 'norse', 'influence', 'that', 'persists', 'in', 'all', 'english', 'varieties', 'today', 'is', 'the', 'group', 'of', 'pronouns', 'beginning', 'with', 'th', 'they', 'them', 'their', 'which', 'replaced', 'the', 'anglosaxon', 'pronouns', 'with', 'h', 'hie', 'him', 'hera']","{'word_length': 4.848484848484849, 'sentence_length': 33.0, 'char_ngrams': 190, 'prefix_suffix_count': 52, 'unique_roots_count': 28}"
14ஆம நறறணடல சழரகளன வழசசககப பறக பணடயரகள மணடம எழசச பறறனர,ta,92,"['14ஆம', 'நறறணடல', 'சழரகளன', 'வழசசககப', 'பறக', 'பணடயரகள', 'மணடம', 'எழசச', 'பறறனர']","{'word_length': 5.111111111111111, 'sentence_length': 9.0, 'char_ngrams': 52, 'prefix_suffix_count': 18, 'unique_roots_count': 9}"
ਹਦਸਖ ਵਚ ਪਈ ਵਡ ਦ ਲਕਰ ਨ ਕਲ ਰਗ ਨਲ ਭਰਨ ਲਈ ਮਹਸ ਪਰਸ ਨ ਪਰ ਕਸਸ ਕਤ ਅਤ ਕਮਯਬ ਵ ਹਸਲ ਕਤ,pa,118,"['ਹਦਸਖ', 'ਵਚ', 'ਪਈ', 'ਵਡ', 'ਦ', 'ਲਕਰ', 'ਨ', 'ਕਲ', 'ਰਗ', 'ਨਲ', 'ਭਰਨ', 'ਲਈ', 'ਮਹਸ', 'ਪਰਸ', 'ਨ', 'ਪਰ', 'ਕਸਸ', 'ਕਤ', 'ਅਤ', 'ਕਮਯਬ', 'ਵ', 'ਹਸਲ', 'ਕਤ']","{'word_length': 2.260869565217391, 'sentence_length': 23.0, 'char_ngrams': 72, 'prefix_suffix_count': 16, 'unique_roots_count': 21}"
ಅರಜಗಳನನ ತಲಕನ ತಟಗರಕ ಕಚರಗಳಲಲ ನಡಲಗವದ,kn,54,"['ಅರಜಗಳನನ', 'ತಲಕನ', 'ತಟಗರಕ', 'ಕಚರಗಳಲಲ', 'ನಡಲಗವದ']","{'word_length': 5.8, 'sentence_length': 5.0, 'char_ngrams': 31, 'prefix_suffix_count': 10, 'unique_roots_count': 5}"
within britain nonstandard or lower class dialect features were increasingly stigmatised leading to the quick spread of the prestige varieties among the middle classes,en,171,"['within', 'britain', 'nonstandard', 'or', 'lower', 'class', 'dialect', 'features', 'were', 'increasingly', 'stigmatised', 'leading', 'to', 'the', 'quick', 'spread', 'of', 'the', 'prestige', 'varieties', 'among', 'the', 'middle', 'classes']","{'word_length': 6.0, 'sentence_length': 24.0, 'char_ngrams': 165, 'prefix_suffix_count': 42, 'unique_roots_count': 22}"
نہرو چھ جدید ہندوستانک بناون وول پنڈت جواہر لال نہرو ہندیپؠٹھ ۱۹۶۴ تام گۄڈنیک ہندوستأنؠ ؤزیر اعظم,ks,125,"['نہرو', 'چھ', 'جدید', 'ہندوستانک', 'بناون', 'وول', 'پنڈت', 'جواہر', 'لال', 'نہرو', 'ہندیپؠٹھ', '۱۹۶۴', 'تام', 'گۄڈنیک', 'ہندوستأنؠ', 'ؤزیر', 'اعظم']","{'word_length': 4.764705882352941, 'sentence_length': 17.0, 'char_ngrams': 95, 'prefix_suffix_count': 32, 'unique_roots_count': 16}"
കരള സസഥനതതല ഭരണഭഷയ കടയണ മലയള,ml,46,"['കരള', 'സസഥനതതല', 'ഭരണഭഷയ', 'കടയണ', 'മലയള']","{'word_length': 4.8, 'sentence_length': 5.0, 'char_ngrams': 26, 'prefix_suffix_count': 10, 'unique_roots_count': 5}"
പനയതത മഞഞൽ വളയതത കററൽ എനനകക ആദദരവഡതതൽ ഉണടയരനനവനന തൽകപപയ സകഷയപപടതതനന,ml,120,"['പനയതത', 'മഞഞൽ', 'വളയതത', 'കററൽ', 'എനനകക', 'ആദദരവഡതതൽ', 'ഉണടയരനനവനന', 'തൽകപപയ', 'സകഷയപപടതതനന']","{'word_length': 6.555555555555555, 'sentence_length': 9.0, 'char_ngrams': 65, 'prefix_suffix_count': 18, 'unique_roots_count': 9}"
ہندوستانچ راز دٲنؠ چھے نوؠ دل,ks,36,"['ہندوستانچ', 'راز', 'دٲنؠ', 'چھے', 'نوؠ', 'دل']","{'word_length': 4.0, 'sentence_length': 6.0, 'char_ngrams': 27, 'prefix_suffix_count': 10, 'unique_roots_count': 6}"
کول محی الدین حاجنی پی,ks,25,"['کول', 'محی', 'الدین', 'حاجنی', 'پی']","{'word_length': 3.6, 'sentence_length': 5.0, 'char_ngrams': 20, 'prefix_suffix_count': 8, 'unique_roots_count': 5}"
ऋषय मनतरदरषटर,sa,22,"['ऋषय', 'मनतरदरषटर']","{'word_length': 6.0, 'sentence_length': 2.0, 'char_ngrams': 11, 'prefix_suffix_count': 4, 'unique_roots_count': 2}"
فلماردو پاکستان کی قومی زبان ہے اور یہ پورے ملک میں بولی اور سمجھی جاتی ہے,ur,76,"['فلماردو', 'پاکستان', 'کی', 'قومی', 'زبان', 'ہے', 'اور', 'یہ', 'پورے', 'ملک', 'میں', 'بولی', 'اور', 'سمجھی', 'جاتی', 'ہے']","{'word_length': 3.6875, 'sentence_length': 16.0, 'char_ngrams': 72, 'prefix_suffix_count': 24, 'unique_roots_count': 14}"
ಹಚಚನ ಮಹತಗಗ ಪಶಪಲನ ಮತತ ಪಶ ವದಯಕಯ ತರಬತ ಕದರ ದವಣಗರ ದರವಣ ಸಖಯ 0812 233787 ಗ ಸಪರಕಸಬಹದ ಎದ ಮಖಯ ಪಶ ವದಯಧಕರಗಳ ಪರಕಟಣಯಲಲ ತಳಸದದರ,kn,171,"['ಹಚಚನ', 'ಮಹತಗಗ', 'ಪಶಪಲನ', 'ಮತತ', 'ಪಶ', 'ವದಯಕಯ', 'ತರಬತ', 'ಕದರ', 'ದವಣಗರ', 'ದರವಣ', 'ಸಖಯ', '0812', '233787', 'ಗ', 'ಸಪರಕಸಬಹದ', 'ಎದ', 'ಮಖಯ', 'ಪಶ', 'ವದಯಧಕರಗಳ', 'ಪರಕಟಣಯಲಲ', 'ತಳಸದದರ']","{'word_length': 4.333333333333333, 'sentence_length': 21.0, 'char_ngrams': 109, 'prefix_suffix_count': 34, 'unique_roots_count': 20}"
১৯৯৯ খরষটবদর ১৭ই নভমবর ইউনসক এই দনটক আনতরজতক মতভষ দবসর মরযদ পরদন কর,bn,98,"['১৯৯৯', 'খরষটবদর', '১৭ই', 'নভমবর', 'ইউনসক', 'এই', 'দনটক', 'আনতরজতক', 'মতভষ', 'দবসর', 'মরযদ', 'পরদন', 'কর']","{'word_length': 4.230769230769231, 'sentence_length': 13.0, 'char_ngrams': 65, 'prefix_suffix_count': 22, 'unique_roots_count': 13}"
the norman language in england eventually developed into anglonorman,en,70,"['the', 'norman', 'language', 'in', 'england', 'eventually', 'developed', 'into', 'anglonorman']","{'word_length': 6.666666666666667, 'sentence_length': 9.0, 'char_ngrams': 66, 'prefix_suffix_count': 16, 'unique_roots_count': 9}"
ఇద దరవడ భష కటబల ఎకకవమద మటలడ భష,te,51,"['ఇద', 'దరవడ', 'భష', 'కటబల', 'ఎకకవమద', 'మటలడ', 'భష']","{'word_length': 3.4285714285714284, 'sentence_length': 7.0, 'char_ngrams': 28, 'prefix_suffix_count': 8, 'unique_roots_count': 6}"
ककण आदवस जक ककन ककन व ककन अशय महणटत आत उततर महरशटरत आन दकषण गजरतत वसतत पण नव परमण पळयलयर ककण परतत आद रवतल,kok,173,"['ककण', 'आदवस', 'जक', 'ककन', 'ककन', 'व', 'ककन', 'अशय', 'महणटत', 'आत', 'उततर', 'महरशटरत', 'आन', 'दकषण', 'गजरतत', 'वसतत', 'पण', 'नव', 'परमण', 'पळयलयर', 'ककण', 'परतत', 'आद', 'रवतल']","{'word_length': 3.4166666666666665, 'sentence_length': 24.0, 'char_ngrams': 103, 'prefix_suffix_count': 34, 'unique_roots_count': 21}"
